Okapi,Roll,"Gain +3 attack and +3 health until end of battle. Works 5 times per turn."
Opossum,Sell,"Give one random Faint pet in the shop +1 attack and +1 health."
Opossum,Sell,"Give one random Faint pet in the shop +2 attack and +2 health."
Opossum,Sell,"Give one random Faint pet in the shop +3 attack and +3 health."
Orangutan,"End turn","Give the lowest health friendly pet +12 health."
Orangutan,"End turn","Give the lowest health friendly pet +4 health."
Orangutan,"End turn","Give the lowest health friendly pet +8 health."
Orca,Faint,"Summon one random pet with Faint ability from any pack."
Orca,Faint,"Summon three random pets with Faint ability from any pack."
Orca,Faint,"Summon two random pets with Faint ability from any pack."
Osprey,Faint,"Summon one 2/1 Groundhog."
Osprey,Faint,"Summon three 2/1 Groundhogs."
Osprey,Faint,"Summon two 2/1 Groundhogs."
Ostrich,"End turn","Gain +1 attack and +1 health for every tier 5 pet or higher in the shop."
Ostrich,"End turn","Gain +2 attack and +2 health for every tier 5 pet or higher in the shop."
Ostrich,"End turn","Gain +3 attack and +3 health for every tier 5 pet or higher in the shop."
Otter,Buy,"Give one random friend +1 health."
Otter,Buy,"Give three random friends +1 health."
Otter,Buy,"Give two random friends +1 health."
Owl,"Start of turn","Summon one level 1 Mouse."
Owl,"Start of turn","Summon one level 2 Mouse."
Owl,"Start of turn","Summon one level 3 Mouse."
Ox,"Friend ahead faints","Gain Melon perk and +1 attack."
Ox,"Friend ahead faints","Gain Melon perk and +2 attack."
Ox,"Friend ahead faints","Gain Melon perk and +3 attack."
Oyster,Sell,"Gain +3 gold."
Oyster,Sell,"Gain +6 gold."
Oyster,Sell,"Gain +9 gold."
Panda,"Start of battle","Give 100% of attack and health to the nearest friend ahead, then faint."
Panda,"Start of battle","Give 150% of attack and health to the nearest friend ahead, then faint."
Panda,"Start of battle","Give 50% of attack and health to the nearest friend ahead, then faint."
Pangolin,Faint,"If you have a toy, give the nearest friend behind +10 health."
Pangolin,Faint,"If you have a toy, give the nearest friend behind +15 health."
Pangolin,Faint,"If you have a toy, give the nearest friend behind +5 health."
Panther,None,"Perks are four times stronger on this"
Panther,None,"Perks are three times stronger on this"
Panther,None,"Perks are two times stronger on this"
Parrot,"End turn","Copy ability from the nearest pet ahead as level 1 until end of battle."
Parrot,"End turn","Copy ability from the nearest pet ahead as level 2 until end of battle."
Parrot,"End turn","Copy ability from the nearest pet ahead as level 3 until end of battle."
Peacock,Hurt,"Gain +12 attack."
Peacock,Hurt,"Gain +4 attack."
Peacock,Hurt,"Gain +8 attack."
Pelican,"End turn & Start of battle","Give one random Strawberry friend +2 attack and +1 health."
Pelican,"End turn & Start of battle","Give one random Strawberry friend +4 attack and +2 health."
Pelican,"End turn & Start of battle","Give one random Strawberry friend +6 attack and +3 health."
Penguin,"End turn","Give two level 2 or higher friends +1 attack and +1 health."
Penguin,"End turn","Give two level 2 or higher friends +2 attack and +2 health."
Penguin,"End turn","Give two level 2 or higher friends +3 attack and +3 health."
"Pied Tamarin",Faint,"Spend 1 Trumpet to deal 3 damage to one random enemy."
"Pied Tamarin",Faint,"Spend 1 Trumpet to deal 3 damage to three random enemies."
"Pied Tamarin",Faint,"Spend 1 Trumpet to deal 3 damage to two random enemies."
Pig,Sell,"Gain +1 gold."
Pig,Sell,"Gain +2 gold."
Pig,Sell,"Gain +3 gold."
Pillbug,"Shop tier upgraded","Give the two nearest pets behind +1 health."
Pillbug,"Shop tier upgraded","Give the two nearest pets behind +2 health."
Pillbug,"Shop tier upgraded","Give the two nearest pets behind +3 health."
Piranha,Hurt,"Give friends +3 attack."
Piranha,Hurt,"Give friends +6 attack."
Piranha,Hurt,"Give friends +9 attack."
Platypus,Sell,"Summon one level 1 Duck and Beaver."
Platypus,Sell,"Summon one level 2 Duck and Beaver."
Platypus,Sell,"Summon one level 3 Duck and Beaver."
"Poison Dart Frog","Friend ahead faints","Deal 3 damage to the highest health enemy."
"Poison Dart Frog","Friend ahead faints","Deal 6 damage to the highest health enemy."
"Poison Dart Frog","Friend ahead faints","Deal 9 damage to the highest health enemy."
"Polar Bear","Start of turn","Give one random frozen shop pet +12 attack and +12 health."
"Polar Bear","Start of turn","Give one random frozen shop pet +4 attack and +4 health."
"Polar Bear","Start of turn","Give one random frozen shop pet +8 attack and +8 health."
Poodle,"End turn","Give +1 attack and +1 health to one friend of each tier."
Poodle,"End turn","Give +2 attack and +2 health to one friend of each tier."
Poodle,"End turn","Give +3 attack and +3 health to one friend of each tier."
Porcupine,Hurt,"Deal 3 damage directly back."
Porcupine,Hurt,"Deal 6 damage directly back."
Porcupine,Hurt,"Deal 9 damage directly back."
"Praying Mantis","Start of turn","Knock out adjacent friends and gain +2 attack and +2 health."
"Praying Mantis","Start of turn","Knock out adjacent friends and gain +4 attack and +4 health."
"Praying Mantis","Start of turn","Knock out adjacent friends and gain +6 attack and +6 health."
Pteranodon,"Friend faints","If it was a Faint pet, activate its ability again. Works 1 time per turn."
Pteranodon,"Friend faints","If it was a Faint pet, activate its ability again. Works 2 times per turn."
Pteranodon,"Friend faints","If it was a Faint pet, activate its ability again. Works 3 times per turn."
Pug,"Start of battle","Give friend ahead +1 experience."
Pug,"Start of battle","Give friend ahead +2 experience."
Pug,"Start of battle","Give friend ahead +3 experience."
Puma,None,"Friendly toy repeats its ability as level 1."
Puma,None,"Friendly toy repeats its ability as level 2."
Puma,None,"Friendly toy repeats its ability as level 3."
Puppy,Buy,"Choose one level 1 toy from tier 3."
Puppy,Buy,"Choose one level 2 toy from tier 3."
Puppy,Buy,"Choose one level 3 toy from tier 3."
Rabbit,"Friendly ate food","Give them +1 health."
Rabbit,"Friendly ate food","Give them +2 health."
Rabbit,"Friendly ate food","Give them +3 health."
Raccoon,"Before attack","Steal held food from the nearest enemy ahead. Works 1 time per battle."
Raccoon,"Before attack","Steal held food from the nearest enemy ahead. Works 2 times per battle."
Raccoon,"Before attack","Steal held food from the nearest enemy ahead. Works 3 times per battle."
Rat,Faint,"Summon one 1/1 Dirty Rat up front for the opponent."
Rat,Faint,"Summon three 1/1 Dirty Rats up front for the opponent."
Rat,Faint,"Summon two 1/1 Dirty Rats up front for the opponent."
Reindeer,"Before attack","Gain Melon. Works 1 time per battle."
Reindeer,"Before attack","Gain Melon. Works 2 times per battle."
Reindeer,"Before attack","Gain Melon. Works 3 times per battle."
Rhino,"Knock out","Deal 12 damage to the first enemy. Double against tier 1 pets."
Rhino,"Knock out","Deal 4 damage to the first enemy. Double against tier 1 pets."
Rhino,"Knock out","Deal 8 damage to the first enemy. Double against tier 1 pets."
Robin,"Start of battle","Summon one 2/3 Nest with Egg perk."
Robin,"Start of battle","Summon one 4/6 Nest with Egg perk."
Robin,"Start of battle","Summon one 6/9 Nest with Egg perk."
Rooster,Faint,"Summon one Chick with 1 health and 50% attack of this."
Rooster,Faint,"Summon three Chicks with 1 health and 50% attack of this."
Rooster,Faint,"Summon two Chicks with 1 health and 50% attack of this."
"Royal Flycatcher","Enemy summoned","Deal 3 damage to one random enemy."
"Royal Flycatcher","Enemy summoned","Deal 6 damage to one random enemy."
"Royal Flycatcher","Enemy summoned","Deal 9 damage to one random enemy."
"Sabertooth Tiger",Hurt,"Summon one random tier 1 pet as a 12/12."
"Sabertooth Tiger",Hurt,"Summon one random tier 1 pet as a 18/18."
"Sabertooth Tiger",Hurt,"Summon one random tier 1 pet as a 6/6."
"Saiga Antelope","Friend faints","Gain +1 trumpet."
"Saiga Antelope","Friend faints","Gain +2 trumpets."
"Saiga Antelope","Friend faints","Gain +3 trumpets."
Salamander,"Friend bought","If it has a Start of battle ability, gain +2 attack."
Salamander,"Friend bought","If it has a Start of battle ability, gain +4 attack."
Salamander,"Friend bought","If it has a Start of battle ability, gain +6 attack."
Sauropod,"Shop food bought","Gain +1 gold. Works 3 times per turn."
Sauropod,"Shop food bought","Gain +2 gold. Works 3 times per turn."
Sauropod,"Shop food bought","Gain +3 gold. Works 3 times per turn."
Scorpion,Summoned,"Gain Peanut perk."
Seagull,"Friend summoned","Copy this pets food perk to it. Works 1 time per turn."
Seagull,"Friend summoned","Copy this pets food perk to it. Works 2 times per turn."
Seagull,"Friend summoned","Copy this pets food perk to it. Works 3 times per turn."
Seahorse,"Start of battle","Push the last enemy one space forward."
Seahorse,"Start of battle","Push the last enemy three spaces forward."
Seahorse,"Start of battle","Push the last enemy two spaces forward."
Seal,"Eats food","Give three random friends +1 attack."
Seal,"Eats food","Give three random friends +2 attack."
Seal,"Eats food","Give three random friends +3 attack."
Sealion,"End turn","Give friends behind +1 attack and friends ahead +1 health."
Sealion,"End turn","Give friends behind +2 attack and friends ahead +2 health."
Sealion,"End turn","Give friends behind +3 attack and friends ahead +3 health."
"Sea Turtle","Friend Summoned","If in battle, give it +3 health."
"Sea Turtle","Friend Summoned","If in battle, give it +6 health."
"Sea Turtle","Friend Summoned","If in battle, give it +9 health."
"Sea Urchin",Faint,"Remove 5 health from the first enemy."
"Sea Urchin",Faint,"Remove 5 health from the first three enemies."
"Sea Urchin",Faint,"Remove 5 health from the first two enemies."
"Secretary Bird","Two friends faint","Give the nearest friend ahead +3 attack and +3 health."
"Secretary Bird","Two friends faint","Give the nearest friend ahead +6 attack and +6 health."
"Secretary Bird","Two friends faint","Give the nearest friend ahead +9 attack and +9 health."
Shark,"Friend faints","Gain +1 attack and +2 health. Double out of battle."
Shark,"Friend faints","Gain +2 attack and +4 health. Double out of battle."
Shark,"Friend faints","Gain +3 attack and +6 health. Double out of battle."
Sheep,Faint,"Summon two 2/2 Rams."
Sheep,Faint,"Summon two 4/4 Rams."
Sheep,Faint,"Summon two 6/6 Rams."
Shoebill,"End turn","Give Strawberry friend +1 attack and +2 health."
Shoebill,"End turn","Give Strawberry friend +2 attack and +4 health."
Shoebill,"End turn","Give Strawberry friend +3 attack and +6 health."
Shrimp,"Friend sold","Give one random friend +1 health."
Shrimp,"Friend sold","Give one random friend +2 health."
Shrimp,"Friend sold","Give one random friend +3 health."
"Siberian Husky","End turn","Give with no held food +1 attack and +1 health."
"Siberian Husky","End turn","Give with no held food +2 attack and +2 health."
"Siberian Husky","End turn","Give with no held food +3 attack and +3 health."
Silkmoth,"Friend ahead hurt","Give it +1 health. Works 2 times per turn."
Silkmoth,"Friend ahead hurt","Give it +2 health. Works 2 times per turn."
Silkmoth,"Friend ahead hurt","Give it +3 health. Works 2 times per turn."
"Silver Fox","Before attack","Gain +1 gold on next turn. Works 3 times per battle."
"Silver Fox","Before attack","Gain +2 gold on next turn. Works 3 times per battle."
"Silver Fox","Before attack","Gain +3 gold on next turn. Works 3 times per battle."
Skunk,"Start of battle","Reduce the highest health enemy by 33% health."
Skunk,"Start of battle","Reduce the highest health enemy by 66% health."
Skunk,"Start of battle","Reduce the highest health enemy by 99% health."
Slug,Faint,"Summon one 2/2 Smaller Slug that summons one 1/1 Smallest Slug."
Slug,Faint,"Summon one 4/4 Smaller Slug that summons one 2/2 Smallest Slug."
Slug,Faint,"Summon one 6/6 Smaller Slug that summons one 3/3 Smallest Slug."
Snail,"End turn","If you lost last battle, give friends +1 health."
Snail,"End turn","If you lost last battle, give friends +2 health."
Snail,"End turn","If you lost last battle, give friends +3 health."
Snake,"Friend ahead attacks","Deal 10 damage to one random enemy."
Snake,"Friend ahead attacks","Deal 15 damage to one random enemy."
Snake,"Friend ahead attacks","Deal 5 damage to one random enemy."
"Snapping Turtle",Faint,"Give Skewer Perk to the nearest friend behind."
"Snapping Turtle",Faint,"Give Skewer Perk to the three nearest friends behind."
"Snapping Turtle",Faint,"Give Skewer Perk to the two nearest friends behind."
Spider,Faint,"Summon one level 1 tier 3 pet as a 2/2."
Spider,Faint,"Summon one level 2 tier 3 pet as a 4/4."
Spider,Faint,"Summon one level 3 tier 3 pet as a 6/6."
Spinosaurus,"Friend faints","Give one random friend +3 attack and +2 health."
Spinosaurus,"Friend faints","Give one random friend +6 attack and +4 health."
Spinosaurus,"Friend faints","Give one random friend +9 attack and +6 health."
Squid,Faint,"Spend 1 Trumpet to give the first enemy Ink."
Squid,Faint,"Spend 1 Trumpet to give the three first enemies Ink."
Squid,Faint,"Spend 1 Trumpet to give the two first enemies Ink."
Squirrel,"Start of turn","Discount all shop food by 1 gold."
Squirrel,"Start of turn","Discount all shop food by 2 gold."
Squirrel,"Start of turn","Discount all shop food by 3 gold."
Starfish,"Friend sold","If it had a Sell ability, give +1 attack and +1 health to one random friend."
Starfish,"Friend sold","If it had a Sell ability, give +2 attack and +2 health to one random friend."
Starfish,"Friend sold","If it had a Sell ability, give +3 attack and +3 health to one random friend."
Stegosaurus,"Start of battle","Give one random friend without held food +1 attack and +1 health until end of battle. Multiply with turn number."
Stegosaurus,"Start of battle","Give one random friend without held food +2 attack and +2 health until end of battle. Multiply with turn number."
Stegosaurus,"Start of battle","Give one random friend without held food +3 attack and +3 health until end of battle. Multiply with turn number."
"Sting Ray",Buy,"Choose one level 1 toy from tier 5. "
"Sting Ray",Buy,"Choose one level 2 toy from tier 5. "
"Sting Ray",Buy,"Choose one level 3 toy from tier 5. "
Stoat,Sell,"Summon one level 1 pet from your current tier as a 1/1."
Stoat,Sell,"Summon one level 2 pet from your current tier as a 1/1."
Stoat,Sell,"Summon one level 3 pet from your current tier as a 1/1."
Stonefish,Faint,"Deal attack damage directly back to whoever knocked this out."
Stonefish,Faint,"Deal double attack damage directly back to whoever knocked this out."
Stonefish,Faint,"Deal triple attack damage directly back to whoever knocked this out."
Stork,Faint,"Summon one level 1 pet from the previous shop tier."
Stork,Faint,"Summon one level 2 pet from the previous shop tier."
Stork,Faint,"Summon one level 3 pet from the previous shop tier."
"Surgeon Fish","Before attack","Spend 2 Trumpets to give the nearest friend behing +12 health."
"Surgeon Fish","Before attack","Spend 2 Trumpets to give the nearest friend behing +18 health."
"Surgeon Fish","Before attack","Spend 2 Trumpets to give the nearest friend behing +6 health."
Swan,"Start of turn","Gain +1 gold."
Swan,"Start of turn","Gain +2 gold."
Swan,"Start of turn","Gain +3 gold."
"Sword Fish","Start of battle","Deal 100% attack damage to the most healthy enemy and itself."
"Sword Fish","Start of battle","Deal 200% attack damage to the most healthy enemy and itself."
"Sword Fish","Start of battle","Deal 300% attack damage to the most healthy enemy and itself."
"Tabby Cat","Gain perk","Give friends +1 attack until end of battle."
"Tabby Cat","Gain perk","Give friends +2 attack until end of battle."
"Tabby Cat","Gain perk","Give friends +3 attack until end of battle."
Tahr,Faint,"Give Chili Perk to the nearest friend behind."
Tahr,Faint,"Give Chili Perk to the three nearest friends behind."
Tahr,Faint,"Give Chili Perk to the two nearest friends behind."
Tapir,Faint,"Summon one level 1 copy of a random friendly pet. Except other Tapirs!"
Tapir,Faint,"Summon one level 2 copy of a random friendly pet. Except other Tapirs!"
Tapir,Faint,"Summon one level 3 copy of a random friendly pet. Except other Tapirs!"
Tiger,None,"The friend ahead repeats their ability in battle as if they were level 1."
Tiger,None,"The friend ahead repeats their ability in battle as if they were level 2."
Tiger,None,"The friend ahead repeats their ability in battle as if they were level 3."
Toad,"Enemy hurt","Make it weak. Works 2 times per battle."
Toad,"Enemy hurt","Make it weak. Works 4 times per battle."
Toad,"Enemy hurt","Make it weak. Works 6 times per battle."
Toucan,Faint,"Copy food perk to the nearest friend behind."
Toucan,Faint,"Copy food perk to the three nearest friends behind."
Toucan,Faint,"Copy food perk to the two nearest friends behind."
Triceratops,Hurt,"Give one random friend +3 attack and +3 health."
Triceratops,Hurt,"Give one random friend +6 attack and +6 health."
Triceratops,Hurt,"Give one random friend +9 attack and +9 health."
"Tropical Fish","End turn","Give adjacent friends +1 health."
"Tropical Fish","End turn","Give adjacent friends +2 health."
"Tropical Fish","End turn","Give adjacent friends +3 health."
Turkey,"Friend summoned","Give it +2 attack and +3 health."
Turkey,"Friend summoned","Give it +4 attack and +6 health."
Turkey,"Friend summoned","Give it +6 attack and +9 health."
Turtle,Faint,"Give Melon Perk to the nearest friend behind."
Turtle,Faint,"Give Melon Perk to the three nearest friends behind."
Turtle,Faint,"Give Melon Perk to the two nearest friends behind."
Tyrannosaurus,"End turn","Give all tier 5 friends or higher +2 attack and +1 health."
Tyrannosaurus,"End turn","Give all tier 5 friends or higher +4 attack and +2 health."
Tyrannosaurus,"End turn","Give all tier 5 friends or higher +6 attack and +3 health."
Vaquita,Faint,"Gain +100% trumpets."
Vaquita,Faint,"Gain +150% trumpets."
Vaquita,Faint,"Gain +50% trumpets."
Velociraptor,"Start of battle","Give Coconut to one random Strawberry friend."
Velociraptor,"Start of battle","Give Coconut to three random Strawberry friends."
Velociraptor,"Start of battle","Give Coconut to two random Strawberry friends."
Vulture,"Two friends faint","Deal 12 damage to one random enemy."
Vulture,"Two friends faint","Deal 4 damage to one random enemy."
Vulture,"Two friends faint","Deal 8 damage to one random enemy."
Walrus,Faint,"Give one random friend Peanuts."
Walrus,Faint,"Give three random friends Peanuts."
Walrus,Faint,"Give two random friends Peanuts."
Warthog,Faint,"Give random friends +1 attack and +1 health for every 3 attack this has. "
Warthog,Faint,"Give random friends +2 attack and +2 health for every 3 attack this has.  "
Warthog,Faint,"Give random friends +3 attack and +3 health for every 3 attack this has. "
Wasp,"Shop tier upgraded","Gain +100% attack."
Wasp,"Shop tier upgraded","Gain +150% attack."
Wasp,"Shop tier upgraded","Gain +50% attack."
Weasel,Faint,"Gain +1 Gold on next turn."
Weasel,Faint,"Gain +2 Gold on next turn."
Weasel,Faint,"Gain +3 Gold on next turn."
"Whale Shark","Gain perk or ailment","Remove it and gain +2 attack and +2 health."
"Whale Shark","Gain perk or ailment","Remove it and gain +4 attack and +4 health."
"Whale Shark","Gain perk or ailment","Remove it and gain +6 attack and +6 health."
Whale,"Start of battle","Swallow the nearest friend ahead and summon a new level 1 after fainting."
Whale,"Start of battle","Swallow the nearest friend ahead and summon a new level 2 after fainting."
Whale,"Start of battle","Swallow the nearest friend ahead and summon a new level 3 after fainting."
"White Tiger","Start of battle","Make the nearest friend behind +3 experience."
"White Tiger","Start of battle","Make the nearest three friends behind +3 experience."
"White Tiger","Start of battle","Make the nearest two friends behind +3 experience."
Wildebeest,"Before attack","Spend 4 trumpets to gain CoconutCoconut Perk. Works 1 time per battle."
Wildebeest,"Before attack","Spend 4 trumpets to gain CoconutCoconut Perk. Works 2 times per battle. "
Wildebeest,"Before attack","Spend 4 trumpets to gain CoconutCoconut Perk. Works 3 times per battle."
Wolf,Faint,"Summon three 3/2 Pigs."
Wolf,Faint,"Summon three 6/4 Pigs."
Wolf,Faint,"Summon three 9/6 Pigs."
Wolverine,None,"Adjacent friendly abilities deal 3 damage extra."
Wolverine,None,"Adjacent friendly abilities deal 6 damage extra. "
Wolverine,None,"Adjacent friendly abilities deal 9 damage extra."
Wombat,"Start of battle","Copy Faint Ability as level 1 from the highest tier enemy."
Wombat,"Start of battle","Copy Faint Ability as level 2 from the highest tier enemy."
Wombat,"Start of battle","Copy Faint Ability as level 3 from the highest tier enemy."
Woodpecker,"Start of battle","Deal 2 damage to the nearest two pets ahead."
Woodpecker,"Start of battle","Deal 2 damage to the nearest two pets ahead. Triggers 2 times."
Woodpecker,"Start of battle","Deal 2 damage to the nearest two pets ahead. Triggers 3 times."
Worm,"Start of turn","Stock one 2-gold Apple."
Worm,"Start of turn","Stock one 2-gold Best Apple."
Worm,"Start of turn","Stock one 2-gold Better Apple."
Yak,"End turn","Deal 1 damage to itself and gain +1 attack."
Yak,"End turn","Deal 1 damage to itself and gain +2 attack."
Yak,"End turn","Deal 1 damage to itself and gain +3 attack."
Zebra,"Buy & Sell","Give one random friend +2 attack and +2 health."
Zebra,"Buy & Sell","Give one random friend +4 attack and +4 health."
Zebra,"Buy & Sell","Give one random friend +6 attack and +6 health."
